tconst	startYear	primaryTitle	averageRating	numVotes
tt14961016	2024	I'm Still Here	8.2	112970
tt0109444	1994	Clear and Present Danger	6.9	112891
tt0052311	1958	Touch of Evil	7.9	112881
tt0056193	1962	Lolita	7.5	112850
tt1053424	2010	Repo Men	6.3	112841
tt1675192	2011	Take Shelter	7.3	112771
tt0120902	1998	The X Files	7.0	112704
tt0373926	2005	The Interpreter	6.4	112685
tt0351977	2004	Walking Tall	6.3	112584
tt0848537	2013	Epic	6.6	112491
tt10370710	2021	The Worst Person in the World	7.7	112413
tt0393109	2005	Brick	7.1	112412
tt0082398	1981	For Your Eyes Only	6.7	112296
tt0076786	1977	Suspiria	7.3	112235
tt1714915	2013	Only Lovers Left Alive	7.2	112220
tt1568921	2010	The Secret World of Arrietty	7.6	111959
tt1657507	2011	Colombiana	6.4	111955
tt0401383	2007	The Diving Bell and the Butterfly	8.0	111899
tt0865556	2008	The Forbidden Kingdom	6.5	111895
tt23561236	2023	American Fiction	7.5	111781
tt2980592	2014	The Guest	6.7	111772
tt0066206	1970	Patton	7.9	111762
tt5813916	2016	The Mountain II	8.2	111737
tt0118887	1997	Cop Land	7.0	111719
tt0386140	2005	The Legend of Zorro	6.0	111711
tt4530422	2018	Overlord	6.6	111573
tt1985949	2016	The Angry Birds Movie	6.3	111569
tt2170593	2014	St. Vincent	7.2	111325
tt13452446	2024	Damsel	6.1	111273
tt0038787	1946	Notorious	7.9	111242
tt0452702	2007	Vacancy	6.2	111159
tt14641788	2022	Enola Holmes 2	6.8	111145
tt14858658	2024	Blink Twice	6.5	111080
tt0118883	1997	Conspiracy Theory	6.7	111031
tt0057546	1963	The Sword in the Stone	7.1	111003
tt0343737	2006	The Good Shepherd	6.7	110966
tt0335245	2004	The Ladykillers	6.2	110960
tt5503686	2019	Hustlers	6.3	110877
tt0120907	1999	eXistenZ	6.8	110756
tt1571222	2011	A Dangerous Method	6.4	110596
tt0204946	2000	Bring It On	6.2	110570
tt0386117	2009	Where the Wild Things Are	6.7	110549
tt0441909	2006	Volver	7.6	110547
tt0400717	2006	Open Season	6.1	110516
tt0104652	1992	Porco Rosso	7.7	110426
tt0086979	1984	Blood Simple	7.5	110303
tt0093428	1987	The Living Daylights	6.7	110294
tt0342258	2005	Unleashed	7.0	110290
tt0892318	2010	Letters to Juliet	6.5	110235
tt3622592	2015	Paper Towns	6.2	110186
tt0426883	2006	Alpha Dog	6.9	110156
tt1781769	2012	Anna Karenina	6.6	110097
tt27534307	2024	Speak No Evil	6.8	110068
tt0862856	2007	Trick 'r Treat	6.7	110057
tt1860242	2019	The Highwaymen	6.9	110040
tt0348333	2005	Waiting...	6.7	109991
tt2241351	2016	Money Monster	6.5	109794
tt1396218	2011	Mr. Popper's Penguins	6.0	109769
tt0758766	2007	Music and Lyrics	6.5	109741
tt0480255	2010	The Losers	6.2	109721
tt1911658	2014	Penguins of Madagascar	6.6	109642
tt0090329	1985	Witness	7.3	109642
tt1614989	2011	Headhunters	7.5	109584
tt8108198	2018	Andhadhun	8.2	109486
tt2481498	2019	Extremely Wicked, Shockingly Evil and Vile	6.7	109350
tt0376136	2011	The Rum Diary	6.1	109325
tt0480242	2007	Dan in Real Life	6.8	109315
tt1023111	2008	Never Back Down	6.5	109280
tt1800246	2014	That Awkward Moment	6.1	109278
tt0086541	1983	Videodrome	7.2	109137
tt0156887	1997	Perfect Blue	8.0	109075
tt0108037	1993	The Sandlot	7.8	109056
tt13622970	2024	Moana 2	6.6	109041
tt0115685	1996	The Birdcage	7.2	108969
tt0100758	1990	Teenage Mutant Ninja Turtles	6.8	108963
tt0126886	1999	Election	7.2	108945
tt0395584	2005	The Devil's Rejects	6.7	108903
tt0122718	1998	Small Soldiers	6.3	108891
tt0412019	2005	Broken Flowers	7.1	108867
tt0090264	1985	A View to a Kill	6.3	108827
tt0114214	1995	The Quick and the Dead	6.5	108578
tt0337921	2004	Cellular	6.5	108548
tt4998632	2022	Ambulance	6.1	108516
tt1027718	2010	Wall Street: Money Never Sleeps	6.2	108480
tt1602620	2012	Amour	7.9	108480
tt1622547	2011	30 Minutes or Less	6.0	108475
tt0248667	2001	Ali	6.7	108408
tt1954470	2012	Gangs of Wasseypur	8.2	108361
tt0115759	1996	Broken Arrow	6.1	108345
tt0100935	1990	Wild at Heart	7.2	108331
tt12412888	2022	Sonic the Hedgehog 2	6.5	108331
tt0127536	1998	Elizabeth	7.4	108320
tt0088011	1984	Romancing the Stone	6.9	108318
tt4633690	2017	Shot Caller	7.3	108313
tt0345950	2004	The SpongeBob SquarePants Movie	7.2	108310
tt0032455	1940	Fantasia	7.7	108284
tt15327088	2022	Kantara	8.2	108212
tt4695012	2017	It Comes at Night	6.1	108112
tt1974419	2016	The Neon Demon	6.1	108045
tt0160862	1999	She's All That	6.0	107913
tt0808279	2007	Funny Games	6.5	107786
tt0098206	1989	Road House	6.7	107780
tt4682786	2016	Collateral Beauty	6.8	107623
tt0124315	1999	The Cider House Rules	7.4	107581
tt0082495	1981	Halloween II	6.5	107424
tt1839492	2012	Ruby Sparks	7.2	107372
tt0318462	2004	The Motorcycle Diaries	7.7	107197
tt0103873	1992	Dead Alive	7.5	107195
tt0054047	1960	The Magnificent Seven	7.7	107188
tt0185125	1999	All About My Mother	7.8	107170
tt2013293	2013	The Wind Rises	7.8	107145
tt4218572	2018	Widows	6.8	107130
tt0104797	1992	Malcolm X	7.7	107065
tt13751694	2023	Animal	6.1	107001
tt4468740	2017	Paddington 2	7.8	106909
tt0093010	1987	Fatal Attraction	6.9	106901
tt2357291	2014	Rio 2	6.3	106864
tt0318649	2005	Sahara	6.1	106850
tt0082406	1981	The Fox and the Hound	7.2	106817
tt8580274	2020	Eurovision Song Contest: The Story of Fire Saga	6.5	106740
tt0477302	2011	Extremely Loud & Incredibly Close	6.9	106733
tt1683526	2011	Detachment	7.7	106472
tt0112817	1995	Dead Man	7.5	106467
tt8633478	2020	Run	6.7	106412
tt21064584	2023	The Iron Claw	7.6	106404
tt0365686	2005	Revolver	6.3	106403
tt0154506	1998	Following	7.4	106383
tt0416236	2008	The Spiderwick Chronicles	6.5	106275
tt0453562	2013	42	7.5	106164
tt0171804	1999	Boys Don't Cry	7.5	106157
tt2140379	2015	Self/less	6.5	106057
tt3072482	2015	Hardcore Henry	6.7	105948
tt3882082	2016	The Boy	6.0	105885
tt2431286	2013	Philomena	7.6	105855
tt0455760	2007	Dead Silence	6.1	105843
tt3420504	2021	Finch	6.9	105829
tt0103919	1992	Candyman	6.7	105723
tt0311289	2003	Holes	7.0	105720
tt2357129	2013	Jobs	6.0	105718
tt0032551	1940	The Grapes of Wrath	8.1	105614
tt0174856	1999	The Hurricane	7.6	105502
tt0851578	2006	Paprika	7.7	105453
tt0091326	1986	The Karate Kid Part II	6.1	105414
tt0112818	1995	Dead Man Walking	7.5	105408
tt7939766	2020	I'm Thinking of Ending Things	6.5	105387
tt0404390	2006	Running Scared	7.3	105381
tt3863552	2015	Bajrangi Bhaijaan	8.1	105361
tt0058385	1964	My Fair Lady	7.7	105338
tt1235166	2009	A Prophet	7.8	105247
tt15354916	2023	Jawan	6.9	105229
tt7838252	2018	K.G.F: Chapter 1	8.2	105213
tt0274812	2002	Secretary	6.9	105027
tt0086066	1983	The Outsiders	7.0	105009
tt1666801	2015	The DUFF	6.4	104956
tt3544112	2016	Sing Street	7.9	104902
tt0086200	1983	Risky Business	6.8	104880
tt0155267	1999	The Thomas Crown Affair	6.9	104774
tt1440728	2010	The American	6.3	104773
tt4332232	2019	Fractured	6.5	104766
tt0844708	2009	The Last House on the Left	6.5	104753
tt1161864	2011	The Rite	6.0	104733
tt0401445	2006	A Good Year	6.9	104730
tt0166896	1999	The Straight Story	8.0	104650
tt10633456	2020	Minari	7.4	104642
tt0109424	1994	Chungking Express	7.9	104562
tt14444726	2022	Tár	7.4	104524
tt0322802	2002	Jackass: The Movie	6.6	104514
tt21823606	2024	A Real Pain	7.1	104494
tt0101761	1991	The Doors	7.2	104482
tt1083452	2015	Eddie the Eagle	7.3	104467
tt27403986	2024	Juror #2	7.0	104372
tt6566576	2021	Fear Street: Part One - 1994	6.2	104208
tt1195478	2012	The Five-Year Engagement	6.2	104154
tt0116136	1996	DragonHeart	6.4	104145
tt0960731	2008	Bedtime Stories	6.0	104122
tt0138524	2003	Intolerable Cruelty	6.3	104025
tt2709692	2018	The Grinch	6.4	103976
tt0328538	2003	Thirteen	6.8	103934
tt0118928	1997	Dante's Peak	6.1	103886
tt0064757	1969	On Her Majesty's Secret Service	6.7	103874
tt13274016	2023	Reptile	6.8	103790
tt0117318	1996	The People vs. Larry Flynt	7.3	103671
tt0250797	2002	Unfaithful	6.7	103631
tt0095489	1988	The Land Before Time	7.4	103601
tt4139588	2019	Polar	6.3	103572
tt0433383	2005	Good Night, and Good Luck.	7.4	103561
tt6292852	2019	I Am Mother	6.7	103387
tt0418819	2005	Land of the Dead	6.2	103323
tt0120780	1998	Out of Sight	7.0	103289
tt3513548	2019	Richard Jewell	7.5	103277
tt0017925	1926	The General	8.1	103273
tt0808417	2007	Persepolis	8.0	103247
tt7456310	2019	Anna	6.7	103245
tt8629748	2020	Spenser Confidential	6.2	103241
tt3322364	2015	Concussion	7.1	103156
tt1212428	2016	The Lost City of Z	6.6	103126
tt1020530	2008	Eden Lake	6.7	103065
tt0048424	1955	The Night of the Hunter	8.0	103005
tt0492956	2007	The Game Plan	6.4	102854
tt0069704	1973	American Graffiti	7.4	102793
tt0817177	2010	Flipped	7.7	102788
tt0963178	2009	The International	6.5	102760
tt2358891	2013	The Great Beauty	7.7	102635
tt1126590	2014	Big Eyes	7.0	102630
tt1549572	2011	Another Earth	6.9	102624
tt0119229	1997	Grosse Pointe Blank	7.3	102620
tt3581652	2021	West Side Story	7.1	102568
tt4919268	2024	Bad Boys: Ride or Die	6.5	102558
tt0090305	1985	Weird Science	6.6	102447
tt0105812	1992	White Men Can't Jump	6.8	102424
tt1592525	2012	Lockout	6.0	102369
tt0049406	1956	The Killing	7.9	102286
tt0069293	1972	Solaris	7.9	102280
tt0132477	1999	October Sky	7.8	102258
tt0367110	2004	Swades	8.2	102244
tt1412386	2011	The Best Exotic Marigold Hotel	7.2	102201
tt0117666	1996	Sling Blade	8.0	102195
tt7985704	2023	Operation Fortune: Ruse de Guerre	6.3	102150
tt4430212	2015	Drishyam	8.2	102044
tt1045772	2009	I Love You Phillip Morris	6.6	101900
tt0383028	2008	Synecdoche, New York	7.5	101898
tt5478478	2017	Hostiles	7.2	101886
tt0114694	1995	Tommy Boy	7.1	101805
tt1226273	2010	Edge of Darkness	6.6	101748
tt7550000	2020	Project Power	6.0	101450
tt0490204	2007	Reign Over Me	7.4	101342
tt0088939	1985	The Color Purple	7.7	101323
tt2382009	2013	Nymphomaniac: Vol. II	6.6	101288
tt0406816	2006	The Guardian	6.9	101257
tt11145118	2023	Creed III	6.7	101208
tt1078588	2009	My Sister's Keeper	7.3	101169
tt6924650	2019	Midway	6.7	101132
tt0165798	1999	Ghost Dog: The Way of the Samurai	7.5	101128
tt0048545	1955	Rebel Without a Cause	7.6	101081
tt1230414	2009	It's Complicated	6.6	101068
tt0107144	1993	Hot Shots! Part Deux	6.6	101020
tt10304142	2022	Amsterdam	6.1	101008
tt0363589	2003	Elephant	7.1	100963
tt0151738	1999	Never Been Kissed	6.0	100818
tt0099371	1990	Days of Thunder	6.1	100781
tt0049730	1956	The Searchers	7.8	100679
tt0120791	1998	Practical Magic	6.3	100662
tt0107798	1993	The Pelican Brief	6.6	100592
tt0150377	1999	Double Jeopardy	6.5	100496
tt4003440	2018	The House That Jack Built	6.8	100387
tt0070917	1973	The Wicker Man	7.5	100367
tt1034415	2018	Suspiria	6.7	100331
tt1216487	2009	The Girl Who Played with Fire	7.1	100329
tt0092563	1987	Angel Heart	7.2	100233
tt27489557	2024	Abigail	6.5	100138
tt1470827	2010	Monsters	6.3	100078
tt2172934	2014	3 Days to Kill	6.2	99968
tt0079945	1979	Star Trek: The Motion Picture	6.4	99903
tt11003218	2021	Pig	6.9	99880
tt0098258	1989	Say Anything	7.3	99687
tt0095631	1988	Midnight Run	7.5	99673
tt3063516	2013	Jackass Presents: Bad Grandpa	6.5	99606
tt0499556	2007	War	6.2	99605
tt0105690	1992	Under Siege	6.5	99544
tt0164334	2001	Along Came a Spider	6.4	99486
tt0105698	1992	Universal Soldier	6.1	99441
tt8364368	2019	Crawl	6.1	99432
tt0116365	1996	The Frighteners	7.1	99342
tt0092675	1988	Bloodsport	6.8	99289
tt1540133	2011	The Guard	7.3	99270
tt5113044	2022	Minions: The Rise of Gru	6.5	99243
tt1051904	2015	Goosebumps	6.3	99221
tt0364045	2004	Taking Lives	6.2	99188
tt1204342	2011	The Muppets	7.1	99171
tt0120679	2002	Frida	7.3	99106
tt1440292	2010	Submarine	7.3	99095
tt9603208	2025	Mission: Impossible - The Final Reckoning	7.4	98924
tt6878306	2020	News of the World	6.8	98914
tt2347569	2012	Frances Ha	7.4	98902
tt1242432	2010	I Spit on Your Grave	6.2	98815
tt0280707	2001	Gosford Park	7.2	98703
tt0107822	1993	The Piano	7.5	98702
tt3316948	2015	American Ultra	6.1	98679
tt0087277	1984	Footloose	6.6	98473
tt5028340	2018	Mary Poppins Returns	6.7	98445
tt0446755	2006	The Painted Veil	7.4	98356
tt0405325	2005	Sky High	6.3	98323
tt0119099	1998	Fallen	7.0	98290
tt12789558	2021	Belfast	7.2	98242
tt12758060	2023	Tetris	7.4	98240
tt2823054	2016	Mike and Dave Need Wedding Dates	6.0	98213
tt0284837	2002	Ali G Indahouse	6.2	98131
tt8623904	2019	Last Christmas	6.5	98082
tt0154420	1998	The Celebration	8.0	98026
tt0914863	2010	Unthinkable	7.0	97971
tt0476735	2005	My Father and My Son	8.2	97839
tt0250258	2001	The Experiment	7.7	97823
tt0085333	1983	Christine	6.8	97821
tt1322269	2013	August: Osage County	7.2	97795
tt1020072	2014	Selma	7.5	97775
tt6587046	2023	The Boy and the Heron	7.4	97688
tt0090863	1986	The Color of Money	7.0	97681
tt14846026	2022	Sisu	6.9	97665
tt0251736	2003	House of 1000 Corpses	6.0	97510
tt0423294	2007	Surf's Up	6.7	97384
tt1413492	2018	12 Strong	6.5	97345
tt1648179	2012	Here Comes the Boom	6.4	97304
tt1212419	2010	Hereafter	6.5	97298
tt1292566	2016	How to Be Single	6.1	97255
tt1679335	2016	Trolls	6.4	97248
tt13375076	2023	The Pope's Exorcist	6.1	97194
tt1263670	2009	Crazy Heart	7.2	97160
tt9389998	2021	Pushpa: The Rise - Part 1	7.6	97143
tt0044741	1952	Ikiru	8.3	97135
tt0230838	2001	Sweet November	6.7	97056
tt1126591	2010	Burlesque	6.4	96889
tt3691740	2016	The BFG	6.3	96830
tt3416532	2016	A Monster Calls	7.4	96784
tt0787475	2007	Hot Rod	6.7	96759
tt1961175	2017	American Assassin	6.2	96741
tt0285742	2001	Monster's Ball	7.0	96645
tt1781922	2015	No Escape	6.7	96638
tt1164999	2010	Biutiful	7.4	96592
tt0981227	2008	Nick and Norah's Infinite Playlist	6.6	96560
tt0099582	1990	Flatliners	6.6	96531
tt1532503	2010	Beginners	7.2	96317
tt0264616	2001	Frailty	7.2	96201
tt6467266	2021	Sing 2	7.3	96093
tt2568862	2017	Going in Style	6.6	96091
tt0795351	2009	Case 39	6.2	96081
tt0304415	2003	Mona Lisa Smile	6.6	96068
tt1229822	2011	Jane Eyre	7.3	95817
tt6998518	2018	Mandy	6.5	95813
tt0120787	1998	A Perfect Murder	6.6	95704
tt5884796	2023	Plane	6.5	95687
tt0093629	1987	A Nightmare on Elm Street 3: Dream Warriors	6.7	95685
tt0119468	1997	Kiss the Girls	6.6	95656
tt21235248	2024	Ghostbusters: Frozen Empire	6.1	95581
tt13314558	2022	Day Shift	6.1	95579
tt0799934	2008	Be Kind Rewind	6.4	95541
tt9784798	2021	Judas and the Black Messiah	7.4	95279
tt0235198	1999	Audition	7.1	95181
tt0498399	2007	We Own the Night	6.8	95170
tt0137363	1999	Arlington Road	7.2	94998
tt5294550	2017	All the Money in the World	6.8	94588
tt0882977	2013	Snitch	6.4	94555
tt1294226	2010	The Last Song	6.0	94537
tt1297919	2011	Blitz	6.1	94483
tt13024674	2021	Army of Thieves	6.4	94390
tt0092007	1986	Star Trek IV: The Voyage Home	7.3	94388
tt1135985	2008	Sex Drive	6.5	94344
tt2057392	2015	Eye in the Sky	7.3	94287
tt0116778	1996	Kingpin	6.9	94254
tt0101889	1991	The Fisher King	7.5	94202
tt0113161	1995	Get Shorty	6.9	94179
tt1034331	2008	Righteous Kill	6.0	94172
tt0270288	2002	Confessions of a Dangerous Mind	7.0	94115
tt0468489	2006	Half Nelson	7.1	94058
tt2205697	2012	Stuck in Love.	7.2	94056
tt2370248	2013	Short Term 12	7.9	94014
tt4954522	2016	Raw	6.9	93885
tt0024216	1933	King Kong	7.9	93876
tt0102492	1991	My Girl	6.9	93810
tt0286112	2001	Shaolin Soccer	7.3	93587
tt9214772	2024	Monkey Man	6.8	93571
tt0038355	1946	The Big Sleep	7.9	93492
tt0112579	1995	The Bridges of Madison County	7.6	93464
tt0367089	2005	The Squid and the Whale	7.3	93331
tt0065214	1969	The Wild Bunch	7.9	93273
tt0152930	1998	Taxi	7.0	93272
tt5220122	2018	Hotel Transylvania 3: Summer Vacation	6.3	93251
tt0460740	2006	Cashback	7.1	93204
tt1289406	2009	Harry Brown	7.2	93192
tt1023481	2008	Step Up 2: The Streets	6.2	93123
tt1456635	2011	Goon	6.8	92815
tt8999762	2024	The Brutalist	7.3	92707
tt0091790	1986	Pretty in Pink	6.7	92681
tt0450188	2007	La Vie En Rose	7.5	92580
tt5247022	2016	Paterson	7.3	92548
tt0101700	1991	Delicatessen	7.5	92521
tt0374887	2003	Munna Bhai M.B.B.S.	8.1	92438
tt1371150	2014	This Is Where I Leave You	6.6	92434
tt11464826	2020	The Social Dilemma	7.6	92309
tt0055031	1961	Judgment at Nuremberg	8.3	92304
tt0439815	2006	Slither	6.5	92289
tt1559547	2013	Beautiful Creatures	6.1	92286
tt1859650	2012	To Rome with Love	6.3	92284
tt0402399	2005	The New World	6.7	92269
tt2726560	2015	The Longest Ride	7.0	92108
tt0035423	2001	Kate & Leopold	6.4	92036
tt11563598	2024	A Complete Unknown	7.3	92002
tt3224458	2019	A Beautiful Day in the Neighborhood	7.2	92001
tt5688932	2018	Sorry to Bother You	6.9	91957
tt8155288	2019	Happy Death Day 2U	6.2	91940
tt8075192	2018	Shoplifters	7.9	91936
tt0181316	1999	Blue Streak	6.4	91902
tt5093026	2017	Papillon	7.2	91889
tt1191111	2009	Enter the Void	7.2	91888
tt1637706	2011	Our Idiot Brother	6.4	91803
tt0181536	2000	Finding Forrester	7.3	91793
tt0076666	1977	Saturday Night Fever	6.8	91723
tt5215952	2016	The Wailing	7.4	91712
tt6472976	2019	Five Feet Apart	7.2	91710
tt0077928	1978	Midnight Express	7.5	91560
tt0053472	1960	Breathless	7.7	91414
tt6513120	2019	Fighting with My Family	7.0	91239
tt0456554	2006	Grandma's Boy	6.9	91228
tt0101393	1991	Backdraft	6.7	91211
tt0120885	1997	Wag the Dog	7.1	91195
tt0091419	1986	Little Shop of Horrors	7.1	91160
tt0107808	1993	A Perfect World	7.5	91065
tt0119167	1997	Funny Games	7.5	90997
tt11301886	2024	Rebel Ridge	6.8	90996
tt0164181	1999	Stir of Echoes	6.9	90974
tt0166813	2002	Spirit: Stallion of the Cimarron	7.2	90954
tt0371246	2004	Spanglish	6.4	90928
tt1562872	2011	Zindagi Na Milegi Dobara	8.2	90924
tt4560436	2018	Mile 22	6.1	90847
tt1655420	2011	My Week with Marilyn	6.9	90788
tt0117802	1996	Swingers	7.2	90750
tt0119173	1997	G.I. Jane	6.0	90742
tt3850214	2015	Dope	7.2	90729
tt21807222	2023	Saw X	6.6	90654
tt3850590	2015	Krampus	6.2	90569
tt0112401	1995	Assassins	6.3	90558
tt2082197	2012	Barfi!	8.1	90512
tt11555492	2021	Farha	8.0	90474
tt0108525	1993	Wayne's World 2	6.2	90464
tt1528071	2013	Horns	6.4	90373
tt0371257	2005	Stay	6.7	90191
tt0056923	1963	Charade	7.8	90118
tt0141926	2000	U-571	6.6	90092
tt0083511	1982	48 Hrs.	6.9	90090
tt0770703	2011	What's Your Number?	6.0	89979
tt0463998	2007	Freedom Writers	7.6	89974
tt0120832	1998	Snake Eyes	6.1	89969
tt1219342	2010	Legend of the Guardians: The Owls of Ga'Hoole	6.9	89961
tt2531344	2018	Blockers	6.2	89901
tt0089755	1985	Out of Africa	7.1	89862
tt1555149	2010	Elite Squad 2: The Enemy Within	8.0	89808
tt2980648	2014	The Hundred-Foot Journey	7.3	89772
tt0469641	2006	World Trade Center	6.0	89760
tt0116908	1996	The Long Kiss Goodnight	6.8	89711
tt0451094	2005	Lady Vengeance	7.5	89641
tt3387520	2019	Scary Stories to Tell in the Dark	6.2	89481
tt1486192	2012	The Raven	6.4	89469
tt0111280	1994	Star Trek: Generations	6.6	89438
tt0457513	2006	Scoop	6.6	89407
tt1365050	2015	Beasts of No Nation	7.7	89393
tt1625346	2011	Young Adult	6.3	89302
tt0864761	2008	The Duchess	6.9	89262
tt0054997	1961	The Hustler	7.9	89257
tt2990140	2018	The Christmas Chronicles	7.0	89224
tt2334649	2013	Fruitvale Station	7.5	89217
tt0186566	2000	Space Cowboys	6.5	89213
tt1716772	2011	The Inbetweeners	6.7	89212
tt0374546	2003	Spring, Summer, Fall, Winter... and Spring	8.0	89175
tt0092086	1986	Three Amigos!	6.5	89157
tt0107943	1993	The Remains of the Day	7.8	89152
tt0346156	2004	Sky Captain and the World of Tomorrow	6.1	89139
tt0088680	1985	After Hours	7.6	89081
tt0396752	2005	Nanny McPhee	6.6	89040
tt2377322	2014	Deliver Us from Evil	6.2	88964
tt0113540	1995	Kids	7.0	88775
tt0088170	1984	Star Trek III: The Search for Spock	6.6	88742
tt10655524	2024	It Ends with Us	6.3	88720
tt5657846	2017	Daddy's Home 2	6.0	88678
tt1341167	2010	Four Lions	7.3	88589
tt1473832	2016	Bridget Jones's Baby	6.4	88478
tt0101862	1991	Father of the Bride	6.6	88383
tt4575576	2018	Christopher Robin	7.2	88356
tt1020558	2010	Centurion	6.3	88280
tt0110074	1994	The Hudsucker Proxy	7.2	88275
tt0387898	2005	Caché	7.3	88201
tt0043456	1951	The Day the Earth Stood Still	7.7	88163
tt0080749	1980	The Fog	6.8	88122
tt0084503	1982	Pink Floyd: The Wall	8.0	88032
tt0101921	1991	Fried Green Tomatoes	7.7	87990
tt0307479	2002	Solaris	6.2	87926
tt0061811	1967	In the Heat of the Night	7.9	87910
tt0871510	2007	Chak De! India	8.1	87882
tt0272020	2001	The Last Castle	6.9	87788
tt14257582	2024	Wolfs	6.5	87783
tt6921996	2018	Johnny English Strikes Again	6.2	87734
tt0815245	2009	The Uninvited	6.3	87639
tt0091474	1986	Manhunter	7.2	87481
tt0465551	2006	Notes on a Scandal	7.4	87472
tt0096734	1989	The 'Burbs	6.8	87465
tt0317648	2004	Hidalgo	6.7	87448
tt0265349	2002	The Mothman Prophecies	6.4	87439
tt1726592	2014	Before I Go to Sleep	6.3	87247
tt0369702	2004	The Sea Inside	8.0	87111
tt0119978	1997	The Rainmaker	7.2	87055
tt0043265	1951	The African Queen	7.7	87035
tt3530002	2015	The Night Before	6.4	87013
tt0117333	1996	Phenomenon	6.4	86731
tt10579952	2021	Master	7.4	86681
tt2226597	2017	The Mountain Between Us	6.4	86523
tt0088161	1984	Splash	6.3	86484
tt13403046	2022	Fresh	6.7	86468
tt21942866	2023	Dream Scenario	6.8	86451
tt0106965	1993	Free Willy	6.1	86429
tt3661210	2021	The Dig	7.1	86414
tt1117385	2008	Felon	7.4	86410
tt3312830	2015	Youth	7.3	86376
tt0118849	1997	Children of Heaven	8.2	86363
tt3203606	2015	Trumbo	7.4	86350
tt2436386	2015	Project Almanac	6.4	86307
tt4540710	2016	Miss Sloane	7.5	86303
tt0115734	1996	Bottle Rocket	6.9	86297
tt0497116	2006	An Inconvenient Truth	7.4	86242
tt2179116	2013	The Kings of Summer	7.1	86241
tt4273800	2022	The Good Nurse	6.8	86179
tt0253754	2002	Star Trek: Nemesis	6.4	86166
tt0056217	1962	The Man Who Shot Liberty Valance	8.1	86113
tt3861390	2019	Dumbo	6.2	86097
tt1726669	2011	Killer Joe	6.7	86034
tt2125435	2012	Beasts of the Southern Wild	7.2	86025
tt6977338	2019	Good Boys	6.7	85971
tt8359848	2018	Climax	6.9	85969
tt10618286	2020	Mank	6.8	85712
tt2649554	2016	Midnight Special	6.6	85674
tt1619029	2016	Jackie	6.6	85603
tt1126618	2010	Morning Glory	6.5	85600
tt2017038	2013	All Is Lost	6.9	85579
tt27503384	2023	Perfect Days	7.9	85522
tt1512235	2010	Super	6.7	85514
tt0118607	1997	Amistad	7.3	85514
tt7638348	2020	Boss Level	6.8	85385
tt6663582	2018	The Spy Who Dumped Me	6.0	85235
tt6679794	2018	Outlaw King	6.9	85225
tt9701940	2021	Fear Street: Part Two - 1978	6.7	85172
tt0173840	2001	Final Fantasy: The Spirits Within	6.4	85158
tt7014006	2018	Eighth Grade	7.3	85108
tt11032374	2020	Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train	8.2	85037
tt0384680	2005	The Weather Man	6.5	85005
tt1235522	2013	Broken City	6.1	84951
tt1323045	2010	Frozen	6.2	84897
tt0059113	1965	Doctor Zhivago	7.9	84826
tt3829920	2017	Only the Brave	7.6	84643
tt0089175	1985	Fright Night	7.0	84593
tt8110652	2022	Bodies Bodies Bodies	6.2	84559
tt1674771	2015	Entourage	6.5	84532
tt2387559	2013	Delivery Man	6.3	84493
tt1280558	2008	A Wednesday	8.1	84400
tt9866072	2020	Holidate	6.2	84369
tt0087803	1984	1984	7.0	84360
tt0335119	2003	Girl with a Pearl Earring	6.9	84349
tt0113409	1994	In the Mouth of Madness	7.1	84287
tt0067185	1971	Harold and Maude	7.9	84282
tt0120631	1998	Ever After: A Cinderella Story	7.1	84228
tt0494238	2008	Inkheart	6.1	84153
tt6265828	2017	A Ghost Story	6.8	84119
tt4772188	2024	Flow	7.9	84079
tt0419887	2007	The Kite Runner	7.6	84032
tt0048728	1955	To Catch a Thief	7.4	83957
tt5613484	2018	Mid90s	7.4	83951
tt10059518	2020	Unhinged	6.0	83948
tt0021884	1931	Frankenstein	7.8	83895
tt0075029	1976	The Outlaw Josey Wales	7.8	83741
tt1605717	2014	Frank	6.9	83700
tt2359024	2013	Blue Ruin	7.1	83606
tt0211933	2007	Awake	6.5	83594
tt1753383	2017	A Dog's Purpose	7.3	83570
tt4513674	2016	Café Society	6.6	83454
tt2452386	2016	The Fundamentals of Caring	7.3	83440
tt0398712	2005	Assault on Precinct 13	6.3	83370
tt1486834	2013	What If	6.8	83368
tt0101452	1991	Bill & Ted's Bogus Journey	6.3	83357
tt1840417	2012	The Words	7.0	83349
tt0162650	2000	Shaft	6.0	83324
tt0102975	1991	Star Trek VI: The Undiscovered Country	7.2	83311
tt0082418	1981	Friday the 13th Part 2	6.1	83227
tt0111507	1994	Three Colors: White	7.6	83211
tt1095217	2009	Bad Lieutenant: Port of Call New Orleans	6.6	83183
tt0083131	1981	Stripes	6.8	83130
tt1355631	2016	The Infiltrator	7.0	83066
tt0095031	1988	Dirty Rotten Scoundrels	7.4	83052
tt0884732	2015	The Wedding Ringer	6.6	83030
tt0316396	2003	Peter Pan	6.8	82920
tt1972571	2014	A Most Wanted Man	6.7	82887
tt0097937	1989	My Left Foot	7.8	82833
tt0053779	1960	La Dolce Vita	8.0	82807
tt0107211	1993	Indecent Proposal	6.0	82792
tt0056218	1962	The Manchurian Candidate	7.9	82771
